genes,reaction,Organism,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,rawVmin,rawVmax,PFBAflux,kcat,MW,Target,Acetyl,Phos
b0118,"ACONTb",1,0.999999999999359,0.99999999999983,0.345345345345345,0.599455391493226,0.393004115226337,0.0421622718367646,0.390187323777757,1,0.497628050293135,0.0870369714067159,22.7920246827449,1.00375811962536,0.564368856295834,1,1,0
b0118,"MICITDr",1,0.999999999999359,0.99999999999983,0.345345345345345,0.598902984804494,0.391632373113855,0.00105984480390677,0.363381863051551,1,0.449744842686922,1.75530915248901e-06,0,1.00375811962536,0.564368856295834,1,1,0
b0120,"ADMDC",1,0.999999999999167,0.999999999999681,1,0.797491105723465,0.718792866941015,0.0151192275718912,0.659814986571669,0,0.449744842686922,4.17309682391998e-08,0,1.00375811962536,0.170466531440162,1,1,0
b0121,"APCS",1,0.999999999999167,0.999999999999624,1,0.789954810435022,0.705761316872428,8.17956464301278e-05,0.629144079965887,0,0.449744842686922,0,0,1.00375811962536,0.182549539709783,0,0,0
b0121,"SPMS",1,0.999999999999167,0.999999999999624,1,0.792206889547519,0.708504801097394,0.00803493336987132,0.642922092645059,0,0.449744842686922,4.17309682391996e-08,0,1.00375811962536,0.182549539709783,0,0,0
b0123,"CU1Opp",1,0.999999999999302,0.999999999999488,0.60960960960961,0.561243289721593,0.270919067215364,0.0929704392985539,0.527275043334485,0,0.449744842686922,0,0,1.00375811962536,0.333805585894835,0,0,0
b0123,"FEROpp",1,0.999999999999302,0.999999999999488,0.60960960960961,0.561501750031116,0.270919067215364,0.0833128665310717,0.51376957496304,0,0.449744842686922,1.17020606942982e-07,0,1.00375811962536,0.333805585894835,0,0,0
b0125,"GUAPRT",1,0.999999999999442,0.999999999999664,1,0.42825699928778,0.106995884773663,0.00468071679949541,0.127544901948229,0,0.449744842686922,3.51061797977123e-06,0,1.79466792985358,0.106369168356998,1,1,0
b0125,"HXPRT",1,0.999999999999442,0.999999999999664,1,0.42805636455903,0.106995884773663,0.00886520258190431,0.130955462407509,0,0.449744842686922,3.51061805615608e-06,0,1.00375811962536,0.106369168356998,1,1,0
b0126,"HCO3E",1,0.999999999999442,0.999999999999664,1,0.889763157311458,0.863511659807956,0.0247543518950052,0.79256276516889,1,0.454837537336665,0.00925847470050453,2.42370079647928,1.00375811962536,0.137462942736776,0,0,0
b0131,"ASP1DC",1,0,0.999999999999605,1,0.797870132089353,0.720164609053498,0.00875352443265877,0.655468583608221,0,0.449750421121856,1.01377092902045e-05,0.00265487293550037,-0.213800368017734,0.0671680449368076,1,1,0
b0133,"PANTS",1,0,0.999999999999605,1,0.836873449039354,0.787379972565158,0.05363490852502,0.737732939689476,0,0.449750421121856,1.01377092902045e-05,0.00265487293550037,0.127976279918968,0.178037135278515,1,1,0
b0134,"MOHMT",1,0,0.999999999999605,1,0.602503077343028,0.400548696844993,0.0089323046455052,0.383310294108302,0,0.449750421121856,1.01377092902045e-05,0.00265487293550037,1.00375811962536,0.157060383835232,0,0,0
b0142,"HPPK2",1,0,0.999999999999606,1,0.829291168533511,0.775034293552812,0.0378327163093505,0.725412904411582,0,0.449751321806664,1.17745301946407e-05,0.00308352429488904,1.00375811962536,0.0936620377594008,0,0,0
b0149,"MCTP1App",1,0.999999999999442,0.999999999999664,1,0.314299432359388,0.0116598079561043,0.000316712309886527,0.0537458938087897,0,0.449879403060156,0.000244719202774541,0.0640395912603244,1.00375811962536,0.569330628803245,0,0,0
b0149,"MCTP1Bpp",1,0.999999999999442,0.999999999999664,1,0.364966268221666,0.00617283950617284,0.000158398436774419,0.0353363862167032,0,0.449744842686922,1.84769346070002e-07,0,1.00375811962536,0.569330628803245,0,0,0
b0149,"MCTP2App",1,0.999999999999442,0.999999999999664,1,0.313358399663963,0.00823045267489712,5.76890750536665e-05,0.0353873814292184,0,0.449744842686922,1.20021140467795e-07,0,1.00375811962536,0.569330628803245,0,0,0
b0149,"MPTG",1,0.999999999999442,0.999999999999664,1,0.794843840146198,0.708504801097394,0.0636410547131034,0.65057970994632,0,0.449879403060156,0.000244721602386497,0.0640395912603244,1.00375811962536,0.569330628803245,0,0,0
b0149,"MPTG2",1,0.999999999999442,0.999999999999664,1,0.79522138800438,0.709190672153635,0.0973847115180115,0.658398016339124,0,0.449744842686922,1.20021140467795e-07,0,1.00375811962536,0.569330628803245,0,0,0
b0151,"ARBTNabcpp",1,0.999999999999359,0.999999999999578,1,0.937076996820481,0.93278463648834,0.0362383534873481,0.865692583094292,0,0.449744842686922,1.22108434372894e-06,0,1.00375811962536,0.161110937743798,0,0,0
b0151,"CPGNabcpp",1,0.999999999999359,0.999999999999578,1,0.937076996820481,0.93278463648834,0.0362383534873481,0.865692583094292,0,0.449744842686922,1.22108452264121e-06,0,1.00375811962536,0.161110937743798,0,0,0
b0151,"FE3HOXabcpp",1,0.999999999999359,0.999999999999578,1,0.937076996820481,0.93278463648834,0.0362383534873481,0.865692583094292,0,0.449744842686922,1.22108434226459e-06,0,1.00375811962536,0.161110937743798,0,0,0
b0151,"FECRMabcpp",1,0.999999999999359,0.999999999999578,1,0.937076996820481,0.93278463648834,0.0362383534873481,0.865692583094292,0,0.449744842686922,1.22108434226459e-06,0,1.00375811962536,0.161110937743798,0,0,0
b0151,"FEOXAMabcpp",1,0.999999999999359,0.999999999999578,1,0.937076996820481,0.93278463648834,0.0362383534873481,0.865692583094292,0,0.449744842686922,1.22108434226459e-06,0,1.00375811962536,0.161110937743798,0,0,0
b0154,"G1SAT",1,0,0.999999999999723,0,0.307136325949399,0.000685871056241427,0,0.000580158389677945,1,0.449779397992212,6.29666112129561e-05,0.0164454629060629,1.00375811962536,0.263966297394289,1,1,0
b0155,"CLt3_2pp",1,0.999999999999442,0.999999999999664,1,0.844539027220609,0.772976680384088,0.104741121959936,0.822652438196351,0,0.449770047334348,4.58044936299641e-05,0.0119953243310058,1.00375811962536,0.295066312997347,0,0,0
b0159,"5DOAN",1,0,0.999999999999765,0,0.601670300645369,0.397119341563786,0.00121405064272196,0.367413339470268,0,0.449747021763068,4.11267499109341e-06,0.00103705974043278,1.00375811962536,0.132825713839913,1,1,0
b0159,"AHCYSNS",1,0,0.999999999999765,0,0.604172222013047,0.403292181069959,0.0191527695779114,0.397526417686896,0,0.449749181469649,8.03751404284769e-06,0.00206490117206171,-0.303710182672984,0.132825713839913,1,1,0
b0159,"MTAN",1,0,0.999999999999765,0,0.601670300645369,0.396433470507545,0.000636525765732684,0.366153565251514,0,0.449744842686922,4.17309682391996e-08,0,-0.433380662365739,0.132825713839913,1,1,0
b0160,"NTPTP1",1,0.99999999999919,0.999999999999595,1,0.600838717607568,0.395061728395062,0.000287857111296211,0.364438216641393,0,0.449744842686922,3.51061686458995e-06,0,3.15461872593799,0.351449524106725,1,1,0
b0160,"NTPTP2",1,0.99999999999919,0.999999999999595,1,0.604172222013047,0.4039780521262,0.000954566337150032,0.372585524402007,0,0.449744842686922,3.5106177311769e-06,0,1.00375811962536,0.351449524106725,1,1,0
b0166,"THDPS",1,0,0.99999999999965,0.0120120120120121,0.618556095436688,0.431412894375857,0.0285655671090511,0.439275268285575,0,0.453337403208799,0.00652888437914901,1.7097612162391,1.00375811962536,0.167389608363239,1,1,0
b0171,"UMPK",1,0.999999999999442,0.999999999999664,1,0.540199049908213,0.266803840877915,0.00985465951910173,0.265589069568657,1,0.453404136544913,0.00665706321881993,1.74244012094874,1.00375811962536,0.142911530660009,1,1,0
b0173,"DXPRIi",1,0,0.999999999999702,0,0.792206889547519,0.709876543209876,0.0020283909087598,0.635887052126417,0,0.449767979633205,4.20469152356598e-05,0.0110112698661955,1.00375811962536,0.251621157746918,1,1,0
b0179,"U23GAAT",1,0,0.999999999999713,0,0.802053448321125,0.727709190672154,0.0279914242436283,0.6737911609008,0,0.450121696958068,0.000684874731285628,0.179351416087646,1.00375811962536,0.205748166640662,1,1,0
b0180,"3HAD100",1,0,0.9999999999997,1,0.59973179259655,0.393689986282579,0.0165580560380424,0.379769321111164,0,0.449744842686922,1.40424738606601e-06,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD120",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46340467148173e-05,0.362083107364429,0,0.449744842686922,2.80849481482812e-06,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD121",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.4639583582223e-05,0.362077471704391,0,0.449744842686922,7.02123626918285e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD140",1,0,0.9999999999997,1,0.600008325665067,0.39437585733882,0.00150274775499681,0.364765386483192,0,0.449744842686922,1.40424701994646e-06,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD141",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46340467148173e-05,0.362080986411762,0,0.449744842686922,7.02123626918285e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD160",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46340467148173e-05,0.36208098638696,0,0.449744842686922,2.80849460463695e-06,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD161",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46340467148173e-05,0.36208310741027,0,0.449744842686922,2.80849429834586e-06,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD180",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46340467148173e-05,0.362080986374781,0,0.449744842686922,9.05966099016234e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD181",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46340467148173e-05,0.362080986415707,0,0.449744842686922,9.05965905583041e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD40",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.4639583582223e-05,0.362077471704391,0,0.449744842686922,6.68689264979047e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD60",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.4639583582223e-05,0.362077471704391,0,0.449744842686922,6.68689264978492e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"3HAD80",1,0,0.9999999999997,1,0.599455391493226,0.393004115226337,6.46349159320705e-05,0.362077567765353,0,0.449744842686922,6.68689264978492e-07,0,1.00375811962536,0.0871337182087689,1,1,0
b0180,"OGMEACPD",1,0,0.9999999999997,1,0.599179122260659,0.392318244170096,4.31920093580331e-05,0.361497825514192,0,0.449744862056488,3.52003794734576e-08,9.2183088038469e-06,1.00375811962536,0.0871337182087689,1,1,0
b0180,"OPMEACPD",1,0,0.9999999999997,1,0.599179122260659,0.392318244170096,4.28303419335742e-05,0.361497980068721,0,0.449744862056488,3.52003794734576e-08,9.2183088038469e-06,1.00375811962536,0.0871337182087689,1,1,0
b0181,"UAGAAT",1,0,0.999999999999713,0,0.357988882010875,0.0459533607681756,0.00252015341921352,0.0833118578513775,1,0.450121696958068,0.000684874731285628,0.179351416087646,1.00375811962536,0.156080511780309,1,1,0
b0182,"LPADSS",1,0,0.999999999999713,0,0.791455361246555,0.708504801097394,0.00493446290848906,0.636338147992953,0,0.449933269822495,0.000342437365642813,0.0896757080438228,1.00375811962536,0.245342487127477,0,0,0
b0185,"ACCOAC",1,0,0.999999999999622,0,0.870991184084747,0.84156378600823,0.0612558450823468,0.805584755548446,0,0.450498609337911,0.00137333224657766,0.358730487101703,1.00375811962536,0.20078015290997,1,1,0
b0186,"LYSDC",1,0.999999999999442,0.999999999999664,1,0.796355296395864,0.717421124828532,0.00460022486725686,0.647400488502042,0,0.449744842686922,1.17020606942982e-07,0,1.2936359699278,0.483807146200655,0,0,0
b0194,"PROTRS",1,0.999999999999442,0.999999999999664,0,0.553289758414433,0.298353909465021,0.00626288764669772,0.294634964515432,0,0.449744842686922,0,0,1.67141652088563,0.215590575752848,1,1,0
b0197,"METDabcpp",1,0.999999999999442,0.999999999999664,1,0.937538076422285,0.933470507544581,0.118197749238109,0.934875317668576,0,0.449744842686922,0,0,1.00375811962536,0.164518645654548,0,0,0
b0197,"METabcpp",1,0.999999999999442,0.999999999999664,1,0.937999440377834,0.934156378600823,0.119722157775842,0.936208407552778,0,0.449744842686922,0,0,1.00375811962536,0.164518645654548,0,0,0
b0199,"METDabcpp",1,0.999999999999442,0.999999999999664,1,0.937538076422285,0.933470507544581,0.118197749238109,0.934875317668576,0,0.449744842686922,0,0,1.00375811962536,0.216670307380247,1,1,0
b0199,"METabcpp",1,0.999999999999442,0.999999999999664,1,0.937999440377834,0.934156378600823,0.119722157775842,0.936208407552778,0,0.449744842686922,0,0,1.00375811962536,0.216670307380247,1,1,0
b0200,"GMHEPPA",1,0.9999999999994,0.999999999999754,1,0.624006194172193,0.44718792866941,0.0028165835474642,0.418707232617503,0,0.449744842686922,1.67172333174624e-08,0,1.00375811962536,0.113727570603838,0,0,0
b0207,"ALR2",1,0.999999999999442,0.999999999999664,1,0.793335752044162,0.711934156378601,0.00594889500241833,0.641514285000867,0,0.449744842686922,2.24679510678529e-07,0,1.00375811962536,0.164549851770947,1,1,0
b0207,"DKGLCNR1",1,0.999999999999442,0.999999999999664,1,0.792206889547519,0.709876543209876,0.0020283909087598,0.635887052126417,0,0.449744842686922,0,0,1.00375811962536,0.164549851770947,1,1,0
b0212,"GLYOX",1,0.999999999999134,0.99999999999958,1,0.88588343841304,0.857338820301783,0.0346460117981913,0.794504802767207,0,0.449744842686922,4.01213508495771e-06,0,1.51008949324032,0.158289904821345,0,0,0
b0221,"ACOAD1f",1,0.989479309684225,0.999999999999519,0,0.374735447544918,0.0192043895747599,0.000233507510888494,0.0424211134108668,1,0.446298156674255,0.00626288163047214,-1.64030586855652,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD2f",1,0.989479309684225,0.999999999999519,0,0.394907171452073,0.0205761316872428,0.000266189176950194,0.0438507477751983,1,0.446298156674255,0.00626288163047214,-1.64030586855652,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD3f",1,0.989479309684225,0.999999999999519,0,0.394345475554047,0.0198902606310014,0.000146452620422398,0.0412447585422899,1,0.446298201386387,0.00626288163047214,-1.64030586855652,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD4f",1,0.989479309684225,0.999999999999519,0,0.394345475554047,0.0198902606310014,0.000146452620422398,0.0412447585856938,1,0.446298201386387,0.00626214607235104,-1.64030586855652,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD5f",1,0.989479309684225,0.999999999999519,0,0.394532633980403,0.0198902606310014,0.000145441688616534,0.0412060870900602,1,0.446298201386387,0.00626074182492229,-1.64030586855652,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD6f",1,0.989479309684225,0.999999999999519,0,0.394719865931962,0.0205761316872428,0.000885656465761784,0.0593145535757824,1,0.447051924018992,0.00489102579733036,-1.28160303638123,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD7f",1,0.989479309684225,0.999999999999519,0,0.394719865931962,0.0205761316872428,0.000884171102084264,0.0593150965363617,1,0.44850879185117,0.00224346665490478,-0.588257158008685,1.00375811962536,0.537693867998128,1,1,0
b0221,"ACOAD8f",1,0.989479309684225,0.999999999999519,0,0.394532633980403,0.0198902606310014,0.000800470317206929,0.0573931075397845,1,0.449744842686922,9.05966099016234e-07,0,1.00375811962536,0.537693867998128,1,1,0
b0222,"S7PI",1,0.9999999999994,0.999999999999754,1,0.290177638571528,0.00205761316872428,7.69001737908373e-06,0.0138092030956548,0,0.449744842686922,1.67172333174624e-08,0,1.00375811962536,0.110738024652832,1,1,0
b0237,"AMPTASECG",1,0.999999999999371,0.999999999999605,0.975975975975976,0.605287653623064,0.403292181069959,0.0154145972912283,0.401325230004808,0,0.449744842686922,8.26027800535668e-07,0,1.97158785343698,0.311081291933219,-1,1,1
b0237,"AMPTASEPG",1,0.999999999999371,0.999999999999605,0.975975975975976,0.603893698072104,0.401234567901235,0.0126266703497488,0.393821303138667,0,0.449744842686922,0,-0,1.00375811962536,0.311081291933219,-1,1,1
b0237,"LALGP",1,0.999999999999371,0.999999999999605,0.975975975975976,0.614005348582404,0.423868312757202,0.0509743507384529,0.476828191077876,0,0.449744842686922,3.05271151163927e-07,0,1.00375811962536,0.311081291933219,-1,1,1
b0238,"GUAPRT",1,0.999999999999276,0.99999999999948,0.978978978978979,0.42825699928778,0.106995884773663,0.00468071679949541,0.127544901948229,0,0.449744842686922,3.51061797977123e-06,0,1.79466792985358,0.0867467623654236,1,1,0
b0238,"HXPRT",1,0.999999999999276,0.99999999999948,0.978978978978979,0.42805636455903,0.106995884773663,0.00886520258190431,0.130955462407509,0,0.449744842686922,3.51061805615608e-06,0,1.00375811962536,0.0867467623654236,1,1,0
b0238,"XPPT",1,0.999999999999276,0.99999999999948,0.978978978978979,0.427254640735357,0.104938271604938,0.00367818087403818,0.120691279356613,0,0.449744842686922,3.51061744694573e-06,0,1.90578120622478,0.0867467623654236,1,1,0
b0242,"GLU5K",1,0.999083980240777,0.999999999999584,0.0120120120120121,0.544444661904295,0.276406035665295,0.0154369812738337,0.303893687777328,0,0.451883780590553,0.00389341520465062,1.01887662631719,1.00375811962536,0.224590419722266,1,1,0
b0243,"G5SD",1,0.999083980240777,0.999999999999584,0.0120120120120121,0.830880583248612,0.774348422496571,0.0133925168280912,0.705774189018156,0,0.451883780590553,0.00389341520465062,1.01887662631719,1.00375811962536,0.259372757060384,1,1,0
b0261,"HCYSMT",1,0.99999999999965,0.999999999999725,1,0.79522138800438,0.713991769547325,0.0310454167652749,0.66680410865411,0,0.449744842686922,1.52635591529226e-07,0,-0.368017894829733,0.189427367764082,0,0,0
b0261,"HCYSMT2",1,0.99999999999965,0.999999999999725,1,0.793335752044162,0.711248285322359,0.0204717749186184,0.652964294727995,0,0.449744842686922,0,-0,1.00375811962536,0.189427367764082,0,0,0
b0273,"OCBT",1,0.999999999999442,0.999999999999664,0.993993993993994,0.828894382827399,0.770919067215363,0.0231925038724188,0.716768938865289,1,0.452609523982429,0.00520662929158366,1.36335099885374,1.00375811962536,0.210672491808394,0,0,0
b0306,"L-LACD2",1,0.999999999999442,0.999999999999664,1,0.43777975536329,0.0569272976680384,0.00921864227635746,0.17338920319809,0,0.449744842686922,1.87232963353093e-06,0,1.00375811962536,0.143123732251521,0,0,0
b0306,"L-LACD3",1,0.999999999999442,0.999999999999664,1,0.43921378392159,0.0589849108367627,0.0214375443791671,0.176512447869159,0,0.449744842686922,1.87232961829728e-06,0,1.00375811962536,0.143123732251521,0,0,0
b0311,"CHOLD",1,0.999999999999442,0.999999999999664,1,0.793712458921694,0.712620027434842,0.00204966737963849,0.638887201256877,0,0.449744842686922,0,0,1.00375811962536,0.367021376189733,0,0,0
b0312,"BETALDHx",1,0.999999999999442,0.999999999999664,1,0.887605188913453,0.860082304526749,0.0205601272870158,0.785648158957682,0,0.449744842686922,0,0,1.00375811962536,0.3110563270401,1,1,0
b0312,"BETALDHy",1,0.999999999999442,0.999999999999664,1,0.886313491604419,0.858024691358025,0.0210720394037606,0.783283586944231,0,0.449744842686922,0,0,1.00375811962536,0.3110563270401,1,1,0
b0331,"MCITL2",1,0.999999999999359,0.99999999999983,0.993993993993994,0.40704975676536,0.0589849108367627,0.0242019870342015,0.20528239872096,1,0.449744842686922,1.75530915248901e-06,0,1.00375811962536,0.181388672179747,0,0,0
b0334,"MCITD",1,0.999999999999359,0.99999999999983,0.993993993993994,0.598626979030479,0.390946502057613,0,0.360339283514342,0,0.449744842686922,1.75530915248901e-06,0,1.00375811962536,0.317553440474333,0,0,0
b0337,"CSND",1,0.999999999999243,0.999999999999696,0.996996996996997,0.888899197640275,0.86076817558299,0.0270587165188008,0.792740034256353,0,0.449744842686922,1.17020626526075e-06,0,1.98554782723111,0.277853019191762,0,0,0
b0339,"HCO3E",1,0.999999999999442,0.999999999999664,0,0.889763157311458,0.863511659807956,0.0247543518950052,0.79256276516889,1,0.454837537336665,0.00925847470050453,2.42370079647928,1.00375811962536,0.129143392104853,1,1,0
b0356,"ALCD19",1,0.99999999999935,0.999999999999591,0.990990990990991,0.795977115952709,0.715363511659808,0.177633736805266,0.770277935022227,1,0.449744696892619,0,0,1.00375811962536,0.226475269152754,1,1,0
b0356,"ALCD2x",1,0.99999999999935,0.999999999999591,0.990990990990991,0.797491105723465,0.717421124828532,0.205556894396451,0.793554516331604,1,0.449744667071017,0,0,1.00375811962536,0.226475269152754,1,1,0
b0356,"FALDH2",1,0.99999999999935,0.999999999999591,0.990990990990991,0.794089375780772,0.713305898491084,0.00636355889343773,0.644680684638228,1,0.449744842686922,0,0,1.00375811962536,0.226475269152754,1,1,0
b0368,"TAUDO",1,0.999999999999442,0.999999999999664,0.996996996996997,0.816705562186415,0.748285322359396,0.107173246152354,0.771463136765381,0,0.449744842686922,0,-0,1.00375811962536,0.183105008581682,1,1,0
b0369,"PPBNGS",1,0,0.999999999999723,0,0.884165782444143,0.854595336076817,0.0635806510138609,0.811336973962223,0,0.449762120339567,3.14833056064781e-05,0.00822273145303144,1.00375811962536,0.20317054142612,1,1,0
b0381,"ALAALAr",1,0.999999999999442,0.999999999999664,0,0.864285085389859,0.830589849108368,0.0289673734465663,0.769064344265401,1,0.450013963433391,0.000492584283309412,0.128079182520649,1.00375811962536,0.226206896551724,1,1,0
b0383,"PPTHpp",1,0.999999999999442,0.999999999999664,0.996996996996997,0.443747724098744,0.122085048010974,0.150377852935724,0.441476404537886,0,0.449744842686922,0,0,1.00375811962536,0.289386799812763,0,0,0
b0386,"P5CR",1,0,0.999999999999715,0.0120120120120121,0.793335752044162,0.711934156378601,0.00827834487248012,0.646224870761399,0,0.451885712364866,0.00390464918320867,1.01887662631719,1.00375811962536,0.156486191293494,0,0,0
b0394,"HEX7",1,0.9999999999991,0.999999999999576,0.996996996996997,0.832075035238308,0.778463648834019,0.0815183262102228,0.751194268529086,0,0.449744842686922,1.40424710708562e-05,0,1.00375811962536,0.183666718676861,0,0,0
b0414,"APRAUR",1,0,0.999999999999605,0,0.792582967532203,0.710562414266118,0.00210542486309002,0.636540331983386,0,0.449749162100083,7.8496846225809e-06,0.00205568286325844,1.00375811962536,0.232585426743642,1,1,0
b0414,"DHPPDA2",1,0,0.999999999999605,0,0.887174366625589,0.858710562414266,0.0257584301062867,0.790069256978748,0,0.449749162100083,7.8496846225809e-06,0.00205568286325844,1.00375811962536,0.232585426743642,1,1,0
b0415,"RBFSb",1,0,0.999999999999706,0,0.363562306223328,0.00754458161865569,1.62400894687676e-06,0.00694690740588396,0,0.449749162100083,7.8496846225809e-06,0.00205568286325844,1.00375811962536,0.0816664066156967,1,1,0
b0417,"TMPK",1,0,0.999999999999725,0,0.53401453684349,0.253086419753086,7.23474486750512e-05,0.235322669461559,0,0.449747002393502,7.43545630996422e-06,0.00102784143162893,1.00375811962536,0.199712903729131,0,0,0
b0420,"DXPS",1,0,0.999999999999706,0,0.822576524595146,0.753086419753086,0.2169260516072,0.835823530095973,0,0.449772299046366,4.98965998582409e-05,0.0130669527294533,0.363426122115003,0.402839756592292,1,1,0
b0421,"DMATT",1,0,0.999999999999824,1,0.424857267186012,0.0994513031550068,0.00203816086948771,0.113980010491352,0,0.44974753505656,4.8928625291149e-06,0.00128134492373475,1.00375811962536,0.181544702761741,1,1,0
b0421,"GRTT",1,0,0.999999999999824,1,0.424658012222761,0.0987654320987654,0.00202655255406819,0.113388058981403,0,0.44974753505656,4.8928625291149e-06,0.00128134492373475,1.00375811962536,0.181544702761741,1,1,0
b0423,"THZPSN3",1,0,0.999999999999479,0,0.938923022403017,0.938957475994513,0.0700899789573142,0.88642502421124,0,0.449747002393502,3.92484231129051e-06,0.00102784143162893,1.00375811962536,0.323925729442971,1,1,0
b0431,"CYTBO3_4pp",1,0.909606323462298,0.896919531412029,0,0.949626729624337,0.931412894375857,0.211829253280953,0.943291564820296,0,0.796266210373044,0.629748287079962,164.916839620677,1.00375811962536,0.444974254953971,0,0,0
b0432,"CYTBO3_4pp",1,0.909606323462298,0.896919531412029,0,0.949626729624337,0.931412894375857,0.211829253280953,0.943291564820296,0,0.796266210373044,0.629748287079962,164.916839620677,1.00375811962536,0.198714308004369,0,0,0
b0444,"CCGS",1,0.999999999999442,0.999999999999664,0,0.940773610297776,0.93758573388203,0.0487615648114427,0.879251535888062,0,0.449744842686922,0,0,1.00375811962536,0.140065532844438,0,0,0
b0452,"FACOAE100",1,0.98947930968414,0.99999999999957,0,0.898897390393624,0.877914951989026,0.0528860387720906,0.829353940618599,0,0.449744842686922,2.80849481482869e-06,0,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE120",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0532675505082518,0.830882079978082,0,0.450497005809222,0.00137112027512836,0.358702832175291,0.880694490083748,0.180333905445467,1,1,0
b0452,"FACOAE140",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0532673607860781,0.831271722335447,0,0.449744842686922,2.8084943384395e-06,0,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE141",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0795543525754289,0.845822438453653,0,0.449744842686922,2.80849429834586e-06,0,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE160",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0532618951456772,0.831267797654224,0,0.450979346735534,0.00224761252760715,0.588257158008685,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE161",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0795484792795314,0.845817283835299,0,0.451200159785202,0.0026488965201869,0.693345878372542,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE180",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0533482030077007,0.831345549432081,0,0.449744842686922,1.33737809275822e-06,0,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE181",1,0.98947930968414,0.99999999999957,0,0.899773329469236,0.879286694101509,0.0795563958758125,0.845833640682298,0,0.449744842686922,1.33737831637951e-06,9.04652378077751e-33,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE60",1,0.98947930968414,0.99999999999957,0,0.898897390393624,0.877914951989026,0.0555403514906944,0.831170799928518,0,0.449744842686922,3.51061722655825e-06,0,1.00375811962536,0.180333905445467,1,1,0
b0452,"FACOAE80",1,0.98947930968414,0.99999999999957,0,0.898897390393624,0.877914951989026,0.0528860387720906,0.829353889341708,0,0.449744842686922,1.40424738606619e-06,0,1.00375811962536,0.180333905445467,1,1,0
b0459,"GLCATr",1,0.999999999999442,0.999999999999664,1,0.421282987966325,0.0631001371742112,0.00522031538560765,0.10962399861542,1,0.449744842686922,0,0,1.00375811962536,0.106250585114682,1,1,0
b0459,"MALTATr",1,0.999999999999442,0.999999999999664,1,0.417734593689686,0.0548696844993141,0.00334151519023537,0.0975643873668934,1,0.449744842686922,0,0,1.00375811962536,0.106250585114682,1,1,0
b0462,"CMtpp",1,0.999999999999442,0.999999999999664,1,0.844539027220609,0.772976680384088,0.104741121959936,0.822652438196351,0,0.449744842686922,1.40424702841783e-05,0,1.00375811962536,0.689667654860353,0,0,0
b0462,"DOXRBCNtpp",1,0.999999999999442,0.999999999999664,1,0.844539027220609,0.772976680384088,0.104741121959936,0.822652438196351,0,0.449744842686922,1.40424702841783e-05,0,1.00375811962536,0.689667654860353,0,0,0
b0462,"FUSAtpp",1,0.999999999999442,0.999999999999664,1,0.844539027220609,0.772976680384088,0.104741121959936,0.822652438196352,0,0.449744842686922,1.40424702841783e-05,0,1.00375811962536,0.689667654860353,0,0,0
